,direction,energy,field,filename,functional,molecule,multiplicity,no_scf_cycles,orbital_threshold,precision,property_threshold,u_norm,u_x,u_y,u_z,walltime
1069,z,-100.2849129872524,-0.001,licn_pbe_-0001_z.out,pbe,licn,1,15,1e-06,1e-07,-1.0,2.6817304691,2.505721583,-0.95525138032,-0.023075051279,6188.228
1070,y,-149.8770110995883,+0.001,ho2_lda_+0001_y.out,lda,ho2,2,21,1e-06,1e-07,-1.0,0.79586227804,-0.66139295221,-0.44266932171,-1.4049871899e-11,16033.93
1071,z,-75.20845720462957,-0.001,oh_lda_-0001_z.out,lda,oh,2,10,1e-06,1e-07,-1.0,0.65756480789,-5.8227781615e-12,-5.5664252064e-12,-0.65756480789,2948.455
1072,non,-175.2943454862972,0,hccf_lda_000.out,lda,hccf,1,22,1e-06,1e-07,-1.0,0.20278300655,-1.174060481e-07,-5.1455687756e-07,-0.20278300655,2039.231
1073,y,-620.2837867942667,+0.001,nacl_lda_+0001_y.out,lda,nacl,1,13,1e-06,1e-07,-1.0,3.3409126465,-1.8758159717e-11,0.032792240143,-3.3407517089,7375.687
1074,non,-162.7408621600262,0,nah_pbe_000.out,pbe,nah,1,13,1e-06,1e-07,-1.0,2.2657380171,-7.7643673848e-12,-8.0814034854e-12,-2.2657380171,658.8411
1075,y,-340.6178278083086,-0.001,ph_lda_-0001_y.out,lda,ph,3,12,1e-06,1e-07,-1.0,0.17841630596,-1.0507693468e-11,-0.028936205465,-0.17605417986,6279.202
1076,z,-149.3415898916772,+0.001,o2_lda_+0001_z.out,lda,o2,3,14,1e-06,1e-07,-1.0,0.015465389879,-1.065782147e-11,-1.0884674657e-11,0.015465389879,10345.0
1077,z,-161.4476959062741,-0.001,na_lda_-0001_z.out,lda,na,2,9,1e-06,1e-07,-1.0,0.14107685198,-6.6938851018e-12,-7.0255167264e-12,-0.14107685198,3667.548
1078,z,-15.21861329790981,+0.001,beh_pbe_+0001_z.out,pbe,beh,2,9,1e-06,1e-07,-1.0,0.12453936796,-3.4139202098e-12,-3.4388599515e-12,0.12453936796,2859.331
1079,x,-340.6178278083078,-0.001,ph_lda_-0001_x.out,lda,ph,3,12,1e-06,1e-07,-1.0,0.17841630596,-0.028936205465,-1.0455599567e-11,-0.17605417986,6379.586
1080,z,-391.0057179439443,-0.001,sih3f_pbe_-0001_z.out,pbe,sih3f,1,9,1e-06,1e-07,-1.0,0.43394801181,1.4768946417e-10,-4.6110852344e-05,0.43394800936,8171.337
1081,x,-620.2837867942669,+0.001,nacl_lda_+0001_x.out,lda,nacl,1,13,1e-06,1e-07,-1.0,3.3409126465,0.032792240125,-3.6192876568e-11,-3.3407517089,8145.405
1082,x,-149.8768062849934,+0.001,ho2_lda_+0001_x.out,lda,ho2,2,16,1e-06,1e-07,-1.0,0.79668537078,-0.65064706221,-0.45974556056,-1.3400845029e-11,11111.21
1083,y,-680.2402960792754,+0.001,p2_lda_+0001_y.out,lda,p2,1,9,1e-06,1e-07,-1.0,0.041199630393,-1.9734503984e-11,0.041199630393,-4.0712820249e-09,6767.969
1084,y,-75.91339634705301,+0.001,h2o_lda_+0001_y.out,lda,h2o,1,9,1e-06,1e-07,-1.0,0.73006402335,-6.5653018531e-12,0.010589001528,-0.72998722676,2030.827
1085,z,-546.3443559857442,+0.001,so2_lda_+0001_z.out,lda,so2,1,12,1e-06,1e-07,-1.0,0.5748168404,-2.4546068761e-07,-3.5114133823e-11,-0.5748168404,11274.17
1086,x,-38.76706356419865,+0.001,ch2-t_lda_+0001_x.out,lda,ch2-t,3,10,1e-06,1e-07,-1.0,0.24622166301,0.016705565279,-2.5764082618e-09,-0.24565429251,2851.668
1087,y,-191.3236825349735,-0.001,fcn_lda_-0001_y.out,lda,fcn,1,10,1e-06,1e-07,-1.0,0.91677583711,-2.9401070572e-10,-0.015462450347,-0.91664543207,5695.438
1088,x,-2.834836452955184,+0.001,he_lda_+0001_x.out,lda,he,1,4,1e-06,1e-07,-1.0,0.0016575820463,0.0016575820463,-1.3366650723e-12,-1.2817447267e-12,505.3313
1089,z,-130.7905728541298,-0.001,nh2oh_lda_-0001_z.out,lda,nh2oh,1,13,1e-06,1e-07,-1.0,0.25806242046,0.044770880145,0.25349836395,-0.018175825126,7019.261
1090,z,-437.2831893071051,-0.001,hchs_pbe_-0001_z.out,pbe,hchs,1,12,1e-06,1e-07,-1.0,0.70416555773,3.0484540366e-09,-1.3488470995e-11,-0.70416555773,8036.55
1091,x,-399.2431200316939,+0.001,sh2_pbe_+0001_x.out,pbe,sh2,1,8,1e-06,1e-07,-1.0,0.38099666378,0.026835270461,-1.0283180468e-10,-0.3800504257,3667.626
1092,z,-162.0071487940187,-0.001,nah_lda_-0001_z.out,lda,nah,1,8,1e-06,1e-07,-1.0,2.2967607567,-7.7841168098e-12,-8.1159988494e-12,-2.2967607567,2782.889
1093,non,-65.26098292391113,0,ch3bh2_lda_000.out,lda,ch3bh2,1,19,1e-06,1e-07,-1.0,0.30492894307,0.047537111213,-0.30120073602,2.1116537919e-07,1146.917
1094,y,-535.7696602601359,-0.001,hocl_pbe_-0001_y.out,pbe,hocl,1,18,1e-06,1e-07,-1.0,0.5895082417,-0.568706737,-0.020511245236,0.15385676177,11327.53
1095,x,-124.5862954058701,+0.001,bf_pbe_+0001_x.out,pbe,bf,1,10,1e-06,1e-07,-1.0,0.41306897072,0.021974778895,5.5530898252e-11,0.41248404049,4126.624
1096,x,-1.166700795274066,+0.001,h2_pbe_+0001_x.out,pbe,h2,1,5,1e-06,1e-07,-1.0,0.0050586179505,0.0050586179503,-1.3430582936e-12,4.1947398363e-08,739.2162
1097,non,-151.4777130835416,0,hooh_pbe_000.out,pbe,hooh,1,27,1e-06,1e-07,-1.0,0.5984930592,-8.506418773e-10,6.9088120858e-09,0.5984930592,2381.112
1098,x,-225.1307137184757,-0.001,bhf2_pbe_-0001_x.out,pbe,bhf2,1,11,1e-06,1e-07,-1.0,0.30526861459,-0.015123444179,3.5369953189e-08,0.30489376591,8143.868
1099,non,-189.653322791119,0,hcooh_pbe_000.out,pbe,hcooh,1,24,1e-06,1e-07,-1.0,0.5575337483,-0.55086863811,-0.085951288731,5.301947094e-08,2786.995
1100,y,-79.34379473645997,-0.001,bn_pbe_-0001_y.out,pbe,bn,3,23,1e-06,1e-07,-1.0,0.74385451246,-9.5216245348e-12,-0.022779395544,-0.74350563874,15826.25
1101,y,-422.7950291594911,+0.001,bs_pbe_+0001_y.out,pbe,bs,2,19,1e-06,1e-07,-1.0,0.26175845916,3.6552153806e-10,0.030935744072,-0.25992397096,18381.63
1102,non,-438.5128330751293,0,ch3sh_pbe_000.out,pbe,ch3sh,1,23,1e-06,1e-07,-1.0,0.6188782792,-0.46936573839,0.39274989322,0.091943729926,2205.061
1103,y,-113.2426193804272,+0.001,co_pbe_+0001_y.out,pbe,co,1,11,1e-06,1e-07,-1.0,0.088966539227,-3.6794489852e-11,0.012506130916,0.088083152712,4193.839
1104,y,-550.8311907263214,+0.001,clcn_lda_+0001_y.out,lda,clcn,1,12,1e-06,1e-07,-1.0,1.1889684624,4.2718189193e-08,0.023942830097,1.1887273638,9452.809
1105,y,-64.60750223466138,+0.001,ch2bh_pbe_+0001_y.out,pbe,ch2bh,1,9,1e-06,1e-07,-1.0,0.20190859041,-8.9836915568e-12,0.025732528982,-0.20026211782,4047.405
1106,z,-125.0437732535688,+0.001,bh2f_lda_+0001_z.out,lda,bh2f,1,10,1e-06,1e-07,-1.0,0.23250380895,-2.3316787921e-10,2.51524059e-10,-0.23250380895,4644.731
1107,non,-192.5367036056297,0,fcn_pbe_000.out,pbe,fcn,1,23,1e-06,1e-07,-1.0,0.91385518486,-3.0068755417e-08,-1.3254888389e-07,-0.91385518486,2481.349
1108,x,-93.84587745704779,+0.001,ch2nh_lda_+0001_x.out,lda,ch2nh,1,11,1e-06,1e-07,-1.0,0.7720398117,-0.51390151245,-4.4491235426e-08,0.57615163486,4625.697
1109,x,-155.6441831568928,+0.001,nh2f_pbe_+0001_x.out,pbe,nh2f,1,16,1e-06,1e-07,-1.0,0.85714563824,0.65179965016,-0.26136947956,0.49146907976,8566.538
1110,z,-992.126736942893,-0.001,ocl2_lda_-0001_z.out,lda,ocl2,1,15,1e-06,1e-07,-1.0,0.23571628705,-2.9839078157e-08,-2.8135648055e-08,-0.23571628705,16564.42
1111,x,-498.2886864593298,+0.001,ch3cl_lda_+0001_x.out,lda,ch3cl,1,9,1e-06,1e-07,-1.0,0.73113604529,0.028436560645,2.1155524504e-09,-0.73058283496,5282.434
1112,z,-684.8220361098055,+0.001,p2h4_pbe_+0001_z.out,pbe,p2h4,1,11,1e-06,1e-07,-1.0,0.43321202597,-1.1368083184e-12,3.1526699164e-11,0.43321202597,11506.77
1113,y,-56.51728886755077,+0.001,nh3_pbe_+0001_y.out,pbe,nh3,1,9,1e-06,1e-07,-1.0,0.58037990232,-4.6774198008e-12,0.014515338344,-0.58019835916,3301.776
1114,x,-274.5646268577469,-0.001,of2_pbe_-0001_x.out,pbe,of2,1,13,1e-06,1e-07,-1.0,0.11049537997,-0.01075133007,2.3201794256e-07,0.10997107754,10672.82
1115,y,-131.6116488971917,+0.001,nh3o_pbe_+0001_y.out,pbe,nh3o,1,15,1e-06,1e-07,-1.0,1.9859295058,-1.7481443393e-05,0.02076639915,-1.9858209281,8455.564
1116,y,-340.0058081931122,-0.001,p_lda_-0001_y.out,lda,p,4,9,1e-06,1e-07,-1.0,0.027891520389,-9.5321297814e-12,-0.027891520389,-9.5788581706e-12,4740.761
1117,x,-378.4203752188937,+0.001,hcp_lda_+0001_x.out,lda,hcp,1,10,1e-06,1e-07,-1.0,0.13968563639,0.031237839026,-1.6296512398e-10,0.13614798723,5357.308
1118,x,-484.515866483128,-0.001,bh2cl_lda_-0001_x.out,lda,bh2cl,1,10,1e-06,1e-07,-1.0,0.17015339219,-0.025481537884,-2.4177500991e-11,-0.16823456274,5630.623
1119,y,-399.9146471147383,-0.001,mg2_pbe_-0001_y.out,pbe,mg2,1,9,1e-06,1e-07,-1.0,0.12699603841,-1.4792183578e-11,-0.12699603841,5.0722471889e-08,6526.455
1120,z,-451.7202917530722,+0.001,hns_lda_+0001_z.out,lda,hns,1,26,1e-06,1e-07,-1.0,0.54480406681,0.010726267953,-0.54418880873,0.023557564476,13240.55
1121,x,-169.7909689005072,+0.001,hconh2_pbe_+0001_x.out,pbe,hconh2,1,17,1e-06,1e-07,-1.0,1.4678987613,-1.4439272987,-0.26419827693,2.9559306759e-10,14670.1
1122,z,-26.27665156599915,+0.001,bh3_lda_+0001_z.out,lda,bh3,1,8,1e-06,1e-07,-1.0,0.015453420412,-4.3935383327e-12,8.3041072432e-06,0.015453418181,1686.652
1123,x,-466.2080320319452,+0.001,licl_lda_+0001_x.out,lda,licl,1,9,1e-06,1e-07,-1.0,2.6862337272,0.028864897749,1.8079437082e-11,-2.6860786389,3872.684
1124,x,-40.12176928416184,+0.001,ch4_lda_+0001_x.out,lda,ch4,1,8,1e-06,1e-07,-1.0,0.01774841306,0.01774841306,-3.6058094563e-12,-3.6930746523e-12,2144.217
1125,x,-138.9934110343795,+0.001,ch2f_pbe_+0001_x.out,pbe,ch2f,2,16,1e-06,1e-07,-1.0,0.46071996832,0.18751149618,0.4208352742,1.4581734735e-10,13947.9
1126,x,-229.6261588442124,+0.001,fno_pbe_+0001_x.out,pbe,fno,1,19,1e-06,1e-07,-1.0,0.59794597397,0.49007646145,0.34258495255,3.0510525878e-08,12188.12
1127,y,-93.19937197143706,+0.001,h2cn_lda_+0001_y.out,lda,h2cn,2,22,1e-06,1e-07,-1.0,1.012399317,-9.6184647116e-12,0.02034978518,-1.0121947754,17214.65
1128,z,-533.3695639781425,+0.001,ocl_lda_+0001_z.out,lda,ocl,2,18,1e-06,1e-07,-1.0,0.60196832914,-2.8383221459e-11,-5.8962075718e-10,0.60196832914,18809.46
1129,x,-176.4405300860936,-0.001,hccf_pbe_-0001_x.out,pbe,hccf,1,11,1e-06,1e-07,-1.0,0.18330953707,-0.020134315797,-2.8856701528e-09,-0.1822004273,7803.838
1130,y,-0.4999933384757791,+0.001,h_pbe_+0001_y.out,pbe,h,2,5,1e-06,1e-07,-1.0,0.0055704495159,-6.2860869566e-13,0.0055704495159,-6.3166860935e-13,769.8365
1131,x,-169.6643563271444,-0.001,nali_pbe_-0001_x.out,pbe,nali,1,9,1e-06,1e-07,-1.0,0.20031324895,-0.18208518995,-9.310308905e-12,0.083488809451,3492.049
1132,x,-342.9971838198203,+0.001,ph3_pbe_+0001_x.out,pbe,ph3,1,8,1e-06,1e-07,-1.0,0.23930977616,0.031159266664,-2.8512312446e-06,-0.2372725628,4468.087
1133,non,-499.9102072087351,0,ch3cl_pbe_000.out,pbe,ch3cl,1,21,1e-06,1e-07,-1.0,0.71597170685,-1.0093823505e-05,-1.6091897275e-08,-0.71597170678,2293.967
1134,non,-78.50868588756195,0,c2h4_pbe_000.out,pbe,c2h4,1,15,1e-06,1e-07,-1.0,2.771129428e-07,5.7473593102e-12,-1.1239543603e-09,2.7711066339e-07,1103.828
1135,x,-113.7818244113288,-0.001,hco_pbe_-0001_x.out,pbe,hco,2,17,1e-06,1e-07,-1.0,0.59209978985,0.55638659156,-0.20252437353,-1.9770281297e-07,14821.33
1136,y,-162.0049052289672,+0.001,nah_lda_+0001_y.out,lda,nah,1,8,1e-06,1e-07,-1.0,2.2327737052,-7.7874633789e-12,0.042685333946,-2.2323656467,2755.019
1137,z,-535.7698185230994,+0.001,hocl_pbe_+0001_z.out,pbe,hocl,1,16,1e-06,1e-07,-1.0,0.59838137438,-0.56964412804,-7.4873722533e-09,0.18320981576,10306.93
1138,x,-423.4716994120869,-0.001,hbs_pbe_-0001_x.out,pbe,hbs,1,9,1e-06,1e-07,-1.0,0.4837958729,-0.029710364801,-1.1633615569e-09,0.48288274027,5150.349
1139,non,-435.7690239995043,0,hchs_lda_000.out,lda,hchs,1,26,1e-06,1e-07,-1.0,0.65548575338,6.1095134696e-07,-7.8890253228e-10,-0.65548575338,2494.156
1140,y,-130.7908287795621,+0.001,nh2oh_lda_+0001_y.out,lda,nh2oh,1,15,1e-06,1e-07,-1.0,0.2803834236,0.046376586044,0.27652138524,-1.0486473964e-11,8075.488
1141,y,-437.2825248959033,+0.001,hchs_pbe_+0001_y.out,pbe,hchs,1,11,1e-06,1e-07,-1.0,0.65855492264,9.2832879641e-09,0.033034002109,-0.65772588579,6684.148
1142,z,-550.8300140534184,-0.001,clcn_lda_-0001_z.out,lda,clcn,1,13,1e-06,1e-07,-1.0,1.1406765,-1.7060030818e-12,6.2734900232e-10,1.1406765,10503.64
1143,z,-64.6077099775193,-0.001,ch2bh_pbe_-0001_z.out,pbe,ch2bh,1,14,1e-06,1e-07,-1.0,0.24094661228,-8.9269160707e-12,-8.2176780496e-12,-0.24094661228,6729.721
1144,non,-199.436661228245,0,f2_pbe_000.out,pbe,f2,1,24,1e-06,1e-07,-1.0,1.4232254126e-08,-9.8396058395e-10,-4.2280978194e-09,-1.3554042494e-08,2132.089
1145,z,-113.2425330036311,-0.001,co_pbe_-0001_z.out,pbe,co,1,10,1e-06,1e-07,-1.0,0.072173613029,-1.4242635473e-09,-3.0406593597e-09,0.072173613029,4126.193
1146,x,-322.9274747175521,-0.001,na2_lda_-0001_x.out,lda,na2,1,8,1e-06,1e-07,-1.0,0.18558180683,-0.18558180683,-1.3684962026e-11,-2.2586414368e-08,4822.575
1147,x,-39.44692595709466,+0.001,ch3_lda_+0001_x.out,lda,ch3,2,8,1e-06,1e-07,-1.0,0.017277927757,0.017277927757,-6.3725666542e-12,-1.1773316788e-11,3314.403
1148,z,-79.34305510416212,+0.001,bn_pbe_+0001_z.out,pbe,bn,3,20,1e-06,1e-07,-1.0,0.71288410944,-9.2721707448e-12,-5.9583946109e-12,-0.71288410944,13461.82
1149,z,-422.7952959183865,-0.001,bs_pbe_-0001_z.out,pbe,bs,2,16,1e-06,1e-07,-1.0,0.3044842923,5.3304832199e-10,-6.8493060591e-11,-0.3044842923,15380.21
1150,y,-391.0061813605764,+0.001,sih3f_pbe_+0001_y.out,pbe,sih3f,1,9,1e-06,1e-07,-1.0,0.46321395875,-8.3830679949e-11,0.030780741239,0.46219013139,8112.436
1151,y,-15.21852229589499,-0.001,beh_pbe_-0001_y.out,pbe,beh,2,12,1e-06,1e-07,-1.0,0.10313454764,-3.4158200309e-12,-0.038344590377,0.095741460746,4103.789
1152,non,-225.1307062526605,0,bhf2_pbe_000.out,pbe,bhf2,1,21,1e-06,1e-07,-1.0,0.30489597381,-7.6806286759e-07,-2.7745379061e-07,0.30489597381,2363.45
1153,y,-149.341586498687,-0.001,o2_lda_-0001_y.out,lda,o2,3,9,1e-06,1e-07,-1.0,0.0086713757509,-1.0661765402e-11,-0.0086713757489,1.8815655809e-07,6976.791
1154,y,-161.4476959064714,+0.001,na_lda_+0001_y.out,lda,na,2,9,1e-06,1e-07,-1.0,0.14107685197,-6.6832484262e-12,0.14107685197,-6.7121533992e-12,3676.357
1155,non,-515.9226663979027,0,nh2cl_pbe_000.out,pbe,nh2cl,1,30,1e-06,1e-07,-1.0,0.75460024418,0.34503306092,-0.48965242868,0.45892724311,3127.717
1156,z,-191.3227714973876,+0.001,fcn_lda_+0001_z.out,lda,fcn,1,12,1e-06,1e-07,-1.0,0.88998958746,7.5133878534e-10,3.1641178368e-09,-0.88998958746,6967.961
1157,z,-680.240310633324,-0.001,p2_lda_-0001_z.out,lda,p2,1,10,1e-06,1e-07,-1.0,0.070280821572,-1.9671957128e-11,-2.0045880529e-11,-0.070280821572,7042.593
1158,y,-546.3449603829806,-0.001,so2_lda_-0001_y.out,lda,so2,1,18,1e-06,1e-07,-1.0,0.59981930504,-4.1277015706e-08,-0.034350459761,-0.59883490598,18837.18
1159,z,-75.91412633582526,-0.001,h2o_lda_-0001_z.out,lda,h2o,1,9,1e-06,1e-07,-1.0,0.74057017787,-6.5626838742e-12,-6.127381903e-12,-0.74057017787,2044.191
1160,x,-100.2874213895657,+0.001,licn_pbe_+0001_x.out,pbe,licn,1,14,1e-06,1e-07,-1.0,2.7075546426,2.5340948137,-0.9535279847,-2.5722593324e-11,5823.835
1161,x,-75.2078077473258,+0.001,oh_lda_+0001_x.out,lda,oh,2,14,1e-06,1e-07,-1.0,0.64832107441,0.0069341541269,-5.5645148513e-12,-0.64828399103,4126.802
1162,z,-93.20038743774657,-0.001,h2cn_lda_-0001_z.out,lda,h2cn,2,18,1e-06,1e-07,-1.0,1.039065521,-9.707185427e-12,1.2412869014e-10,-1.039065521,14556.13
1163,non,-273.0342498484883,0,of2_lda_000.out,lda,of2,1,35,1e-06,1e-07,-1.0,0.10439943307,7.5158355425e-08,7.4100139618e-07,0.10439943307,3432.586
1164,y,-26.27665393897224,-0.001,bh3_lda_-0001_y.out,lda,bh3,1,8,1e-06,1e-07,-1.0,0.02020996995,-4.4999248796e-12,-0.02020996995,-5.1783658704e-12,1847.207
1165,x,-93.33091702103499,-0.001,hnc_pbe_-0001_x.out,pbe,hnc,1,11,1e-06,1e-07,-1.0,1.2061224089,-0.016403649144,-1.8015519305e-10,1.2060108563,4602.587
1166,x,-254.9708911015055,+0.001,nacn_pbe_+0001_x.out,pbe,nacn,1,14,1e-06,1e-07,-1.0,3.3499444811,-1.7392749223,-2.8630492086,-9.8832660605e-12,9173.858
1167,non,-34.32733292595129,0,libh4_lda_000.out,lda,libh4,1,14,1e-06,1e-07,-1.0,2.3249762138,-1.2025164956e-11,-3.144331725e-05,-2.3249762136,875.6929
1168,x,-557.9375270664764,+0.001,clf_lda_+0001_x.out,lda,clf,1,10,1e-06,1e-07,-1.0,0.30245153963,0.017363470005,-1.7652692356e-09,0.30195271772,5555.48
1169,z,-0.4999933384757808,-0.001,h_pbe_-0001_z.out,pbe,h,2,5,1e-06,1e-07,-1.0,0.0055704495171,-6.2722143064e-13,-6.5803231199e-13,-0.0055704495171,760.2602
1170,y,-533.3689856664869,-0.001,ocl_lda_-0001_y.out,lda,ocl,2,17,1e-06,1e-07,-1.0,0.57333987322,-2.6917434327e-05,-0.018413553147,0.57304410874,18926.81
1171,non,-168.8261215192211,0,nali_lda_000.out,lda,nali,1,13,1e-06,1e-07,-1.0,0.062654787185,-9.2450492525e-12,-9.276613885e-12,-0.062654787185,639.2387
1172,x,-109.7910830659626,-0.001,n2h2_lda_-0001_x.out,lda,n2h2,1,13,1e-06,1e-07,-1.0,1.1230106346,0.38934680251,-1.0580375875e-11,1.0533574668,6464.728
1173,y,-684.8216674172517,-0.001,p2h4_pbe_-0001_y.out,pbe,p2h4,1,11,1e-06,1e-07,-1.0,0.38836762695,-0.001183688386,-0.075594588529,0.38093762052,10372.7
1174,y,-992.1265498449525,+0.001,ocl2_lda_+0001_y.out,lda,ocl2,1,23,1e-06,1e-07,-1.0,0.21077038538,-7.1302344612e-09,0.057420844259,-0.20279793391,22456.64
1175,y,-125.0440253306071,-0.001,bh2f_lda_-0001_y.out,lda,bh2f,1,9,1e-06,1e-07,-1.0,0.25273787199,3.5430244677e-10,-0.019648938485,-0.25197291751,4171.912
1176,z,-399.914704581939,+0.001,mg2_pbe_+0001_z.out,pbe,mg2,1,9,1e-06,1e-07,-1.0,0.24176464749,-1.4810926239e-11,-1.5228515264e-11,0.24176464749,5449.688
1177,y,-451.7208389209137,-0.001,hns_lda_-0001_y.out,lda,hns,1,10,1e-06,1e-07,-1.0,0.57379806151,0.010650145485,-0.57369921543,-6.1657145226e-07,4943.749
1178,z,-340.0058081964752,+0.001,p_lda_+0001_z.out,lda,p,4,9,1e-06,1e-07,-1.0,0.027891520368,-9.5289173512e-12,-1.0002126546e-11,0.027891520368,5148.782
1179,x,-76.63101977131137,-0.001,c2h2_lda_-0001_x.out,lda,c2h2,1,9,1e-06,1e-07,-1.0,0.019996063092,-0.019996063092,-9.024380087e-12,7.403982149e-11,3675.575
1180,x,-536.702913327232,-0.001,hcccl_pbe_-0001_x.out,pbe,hcccl,1,11,1e-06,1e-07,-1.0,0.10797836227,-0.028406021696,-1.0458930499e-09,-0.10417497132,8754.651
1181,z,-131.6136393999898,-0.001,nh3o_pbe_-0001_z.out,pbe,nh3o,1,12,1e-06,1e-07,-1.0,2.0158611693,-3.3249335645e-06,-2.7678944546e-10,-2.0158611693,6706.586
1182,z,-56.51787044916873,-0.001,nh3_pbe_-0001_z.out,pbe,nh3,1,9,1e-06,1e-07,-1.0,0.59748463313,-5.0616414646e-12,2.2329340152e-05,-0.59748463272,3287.941
1183,z,-274.564738486126,+0.001,of2_pbe_+0001_z.out,pbe,of2,1,15,1e-06,1e-07,-1.0,0.12401323527,9.1953966506e-09,3.4815300706e-09,0.12401323527,14586.27
1184,z,-378.4202474300304,-0.001,hcp_lda_-0001_z.out,lda,hcp,1,10,1e-06,1e-07,-1.0,0.08820101788,-7.0872854851e-10,-1.4380307353e-09,0.08820101788,5096.348
1185,z,-484.5157056034251,+0.001,bh2cl_lda_+0001_z.out,lda,bh2cl,1,11,1e-06,1e-07,-1.0,0.12803630731,-1.0869451897e-11,-1.0537663297e-11,-0.12803630731,6003.412
1186,y,-536.7029133271733,-0.001,hcccl_pbe_-0001_y.out,pbe,hcccl,1,11,1e-06,1e-07,-1.0,0.10797836251,5.992766808e-11,-0.028406022636,-0.10417497131,8772.763
1187,y,-76.63101977131134,-0.001,c2h2_lda_-0001_y.out,lda,c2h2,1,9,1e-06,1e-07,-1.0,0.019996063091,-9.0062206602e-12,-0.019996063091,7.2996682178e-11,3658.124
1188,x,-451.7202891941828,-0.001,hns_lda_-0001_x.out,lda,hns,1,13,1e-06,1e-07,-1.0,0.54507979944,-0.02913967693,-0.5443003463,-4.7176269448e-07,7089.02
1189,non,-379.6218078611449,0,ch2ph_lda_000.out,lda,ch2ph,1,20,1e-06,1e-07,-1.0,0.35361460433,0.31813794752,-2.9287629241e-08,0.15437465706,2138.85
1190,x,-125.0440232031474,-0.001,bh2f_lda_-0001_x.out,lda,bh2f,1,10,1e-06,1e-07,-1.0,0.2524589911,-0.015394789997,4.2386669631e-10,-0.25198917165,4257.157
1191,z,-93.84584243265608,-0.001,ch2nh_lda_-0001_z.out,lda,ch2nh,1,12,1e-06,1e-07,-1.0,0.76573740486,-0.53754613216,-3.1909323474e-08,0.54534202938,5479.175
1192,z,-155.6430557822989,-0.001,nh2f_pbe_-0001_z.out,pbe,nh2f,1,15,1e-06,1e-07,-1.0,0.8352882769,0.63574693489,-0.25930077828,0.47570520986,8736.262
1193,x,-992.1265329139474,+0.001,ocl2_lda_+0001_x.out,lda,ocl2,1,21,1e-06,1e-07,-1.0,0.20509650488,0.030707739337,1.1469352499e-08,-0.20278464207,21752.98
1194,z,-498.2894220977587,-0.001,ch3cl_lda_-0001_z.out,lda,ch3cl,1,11,1e-06,1e-07,-1.0,0.76912442527,-8.6554923855e-06,8.144406173e-10,-0.76912442522,7424.891
1195,x,-684.8216549905952,-0.001,p2h4_pbe_-0001_x.out,pbe,p2h4,1,9,1e-06,1e-07,-1.0,0.3844435035,-0.051868572827,-0.0011864752342,0.38092656879,8640.111
1196,x,-533.3689850104815,-0.001,ocl_lda_-0001_x.out,lda,ocl,2,17,1e-06,1e-07,-1.0,0.57330629664,-0.017101092269,-2.6932519848e-05,0.57305118592,18695.65
1197,y,-109.7914925767119,-0.001,n2h2_lda_-0001_y.out,lda,n2h2,1,12,1e-06,1e-07,-1.0,1.1304053106,0.41493711302,-0.014723952649,1.0513926781,6051.662
1198,z,-176.4403550847001,+0.001,hccf_pbe_+0001_z.out,pbe,hccf,1,12,1e-06,1e-07,-1.0,0.14762750236,-1.9565023251e-09,-8.531698754e-09,-0.14762750236,8526.13
1199,y,-557.9375270664979,+0.001,clf_lda_+0001_y.out,lda,clf,1,10,1e-06,1e-07,-1.0,0.30245153933,-1.0078185046e-10,0.017363471397,0.30195271733,6002.513
1200,z,-169.6644998690256,+0.001,nali_pbe_+0001_z.out,pbe,nali,1,11,1e-06,1e-07,-1.0,0.38510282922,-9.2611511954e-12,-9.3256291592e-12,0.38510282922,4189.432
1201,y,-254.9698002310554,+0.001,nacn_pbe_+0001_y.out,pbe,nacn,1,17,1e-06,1e-07,-1.0,3.3395668017,-1.7724763964,-2.8303769797,-1.7141342627e-11,11343.57
1202,z,-342.9974221930691,-0.001,ph3_pbe_-0001_z.out,pbe,ph3,1,8,1e-06,1e-07,-1.0,0.27064013247,-9.6486383539e-12,3.3864265112e-06,-0.27064013245,4052.812
1203,z,-169.7924422739704,-0.001,hconh2_pbe_-0001_z.out,pbe,hconh2,1,14,1e-06,1e-07,-1.0,1.5055002518,-1.4816080979,-0.26630989326,-0.021154033788,11806.52
1204,y,-93.33091702103508,-0.001,hnc_pbe_-0001_y.out,pbe,hnc,1,11,1e-06,1e-07,-1.0,1.2061224089,-9.251480184e-11,-0.01640364912,1.2060108563,4570.132
1205,x,-26.27665394614129,-0.001,bh3_lda_-0001_x.out,lda,bh3,1,8,1e-06,1e-07,-1.0,0.020213874055,-0.020213869807,1.3105003408e-05,-5.173691774e-12,1701.891
1206,z,-466.2107191240032,-0.001,licl_lda_-0001_z.out,lda,licl,1,10,1e-06,1e-07,-1.0,2.7168698856,-1.3243189559e-11,4.5982223077e-12,-2.7168698856,4310.673
1207,z,-40.12176928416184,-0.001,ch4_lda_-0001_z.out,lda,ch4,1,8,1e-06,1e-07,-1.0,0.017748413057,-3.0881829366e-12,-3.6122359956e-12,-0.017748413057,2314.731
1208,z,-138.9932408330261,-0.001,ch2f_pbe_-0001_z.out,pbe,ch2f,2,13,1e-06,1e-07,-1.0,0.45407436745,0.17003574532,0.42068682785,-0.017145534734,12207.99
